year,selling_price,km_driven,fuel,seller_type,owner,brand
18,9.4,20.0,Diesel,Individual,First Owner,Maruti
14,4.0,120.0,Diesel,Individual,First Owner,Renault
9,1.2,120.0,Petrol,Individual,Second Owner,Hyundai
15,6.25,80.0,Diesel,Individual,First Owner,Maruti
5,1.1,80.0,Petrol,Individual,First Owner,Maruti
12,4.9,100.0,Diesel,Individual,First Owner,Renault
9,1.4,120.0,Petrol,Individual,Second Owner,Maruti
11,1.75,149.0,Diesel,Individual,Second Owner,Ford
5,0.9,65.0,Petrol,Individual,Second Owner,Maruti
9,2.75,100.0,Diesel,Individual,Second Owner,Maruti
11,3.0,65.0,Diesel,Individual,Second Owner,Volkswagen
18,2.7,19.0,Petrol,Individual,Second Owner,Datsun
10,1.3,80.0,Petrol,Individual,Second Owner,Chevrolet
15,2.75,30.0,Petrol,Individual,First Owner,Maruti
12,3.52,109.0,Diesel,Individual,First Owner,Maruti
12,1.8,90.0,Other,Individual,First Owner,Hyundai
12,1.5,90.0,Petrol,Individual,First Owner,Maruti
11,3.0,65.0,Diesel,Individual,Second Owner,Volkswagen
10,3.0,110.0,Diesel,Individual,Second Owner,Maruti
7,2.25,120.0,Diesel,Individual,First Owner,Mahindra
14,6.0,44.0,Diesel,Individual,First Owner,Honda
15,5.0,80.0,Petrol,Individual,First Owner,Maruti
18,9.0,5.0,Petrol,Individual,First Owner,Honda
16,6.0,61.0,Petrol,Individual,First Owner,Hyundai
11,4.5,100.0,Diesel,Individual,Second Owner,Toyota
9,2.7,27.633,Petrol,Individual,First Owner,Hyundai
10,3.1,100.0,Diesel,Individual,Third Owner,Maruti
12,2.5,100.0,Other,Individual,First Owner,Hyundai
19,7.0,12.586,Petrol,Dealer,First Owner,Ford
18,6.5,38.083,Diesel,Dealer,First Owner,Fiat
12,4.0,55.328,Diesel,Dealer,First Owner,Ford
12,4.25,81.632,Diesel,Dealer,First Owner,Ford
16,6.0,155.201,Diesel,Dealer,First Owner,Ford
13,6.0,93.283,Diesel,Dealer,First Owner,Ford
9,3.0,217.871,Diesel,Dealer,First Owner,Maruti
12,4.5,90.165,Diesel,Dealer,First Owner,Ford
14,7.5,101.504,Diesel,Dealer,First Owner,Ford
10,3.25,86.017,Diesel,Dealer,Second Owner,Ford
13,9.0,85.036,Diesel,Dealer,Second Owner,Mahindra
6,1.8,91.086,Petrol,Dealer,Second Owner,Ford
13,3.5,160.254,Diesel,Dealer,Second Owner,Fiat
13,6.0,125.531,Diesel,Dealer,Second Owner,Ford
19,9.0,60.0,Diesel,Individual,First Owner,Honda
6,3.5,100.0,Diesel,Individual,First Owner,Skoda
13,2.8,90.0,Diesel,Individual,Third Owner,Maruti
9,2.25,120.0,Diesel,Individual,Second Owner,Mahindra
14,5.2,82.0,Diesel,Individual,First Owner,Honda
16,5.09999,60.0,Diesel,Individual,First Owner,Mahindra
19,5.56,24.0,Petrol,Individual,First Owner,Maruti
14,2.25,120.0,Diesel,Individual,First Owner,Tata
13,3.25,65.0,Diesel,Dealer,First Owner,Honda
13,3.65,65.0,Diesel,Dealer,First Owner,Maruti
15,8.5,84.0,Diesel,Dealer,First Owner,Hyundai
13,3.5,75.0,Diesel,Dealer,First Owner,Toyota
7,2.25,50.0,Diesel,Dealer,First Owner,Maruti
11,1.35,50.0,Petrol,Individual,First Owner,Maruti
7,1.4,49.0,Petrol,Dealer,First Owner,Maruti
16,6.65,560.0,Diesel,Dealer,First Owner,Maruti
15,2.75,14.365,Petrol,Dealer,First Owner,Renault
17,27.5,41.0,Diesel,Individual,First Owner,Toyota
13,4.84999,65.0,Diesel,Dealer,First Owner,Hyundai
15,5.65,65.0,Diesel,Dealer,First Owner,Maruti
13,4.25,61.083,Diesel,Dealer,First Owner,Maruti
13,9.25,75.0,Diesel,Individual,First Owner,Toyota
12,5.65,72.0,Diesel,Dealer,First Owner,Mahindra
14,5.25,65.0,Diesel,Dealer,First Owner,Renault
17,16.5,55.0,Diesel,Dealer,First Owner,Hyundai
15,2.95,21.0,Petrol,Dealer,Second Owner,Hyundai
12,20.5,66.363,Petrol,Dealer,Second Owner,Other
18,14.75,11.7,Petrol,Dealer,First Owner,Hyundai
17,11.0,10.0,Petrol,Individual,First Owner,Hyundai
14,44.0,100.0,Diesel,Individual,Second Owner,Mercedes-Benz
16,6.7,7.104,Petrol,Trustmark Dealer,First Owner,Maruti
15,7.5,45.974,Diesel,Trustmark Dealer,First Owner,Maruti
15,7.6,55.34,Petrol,Trustmark Dealer,First Owner,Hyundai
17,8.5,20.0,Petrol,Dealer,Second Owner,Volkswagen
15,3.9,61.585,Diesel,Trustmark Dealer,First Owner,Renault
16,4.5,39.415,Petrol,Trustmark Dealer,Second Owner,Maruti
14,4.25,29.654,Petrol,Trustmark Dealer,First Owner,Honda
16,7.7,64.672,Diesel,Trustmark Dealer,First Owner,Maruti
15,11.5,54.634,Diesel,Trustmark Dealer,Second Owner,Hyundai
15,7.75,66.521,Petrol,Trustmark Dealer,First Owner,Honda
18,17.25,23.974,Diesel,Dealer,Second Owner,Toyota
16,21.5,43.0,Diesel,Dealer,First Owner,BMW
13,4.5,1.0,Diesel,Dealer,Second Owner,Renault
18,38.0,10.0,Diesel,Dealer,First Owner,Mercedes-Benz
13,15.8,86.0,Diesel,Dealer,First Owner,Audi
19,49.5,30.0,Diesel,Dealer,First Owner,BMW
16,5.35,52.6,Diesel,Individual,First Owner,Hyundai
12,2.25,110.0,Petrol,Individual,Second Owner,Maruti
17,5.5,19.89,Petrol,Dealer,First Owner,Hyundai
16,6.7,7.104,Petrol,Trustmark Dealer,First Owner,Maruti
15,6.25,11.918,Petrol,Trustmark Dealer,First Owner,Maruti
17,5.2,10.51,Petrol,Dealer,First Owner,Hyundai
16,2.39,41.0,Petrol,Dealer,First Owner,Chevrolet
17,26.0,47.162,Diesel,Trustmark Dealer,First Owner,Toyota
15,7.5,45.974,Diesel,Trustmark Dealer,First Owner,Maruti
12,2.29999,49.824,Petrol,Dealer,First Owner,Hyundai
13,13.0,58.5,Diesel,Dealer,First Owner,Audi
5,0.8,56.58,Petrol,Dealer,First Owner,Hyundai
12,3.85,52.0,Diesel,Dealer,First Owner,Skoda
15,7.6,55.34,Petrol,Trustmark Dealer,First Owner,Hyundai
17,6.0,46.507,Diesel,Trustmark Dealer,First Owner,Maruti
13,4.5,1.0,Diesel,Dealer,Second Owner,Renault
18,38.0,10.0,Diesel,Dealer,First Owner,Mercedes-Benz
13,15.8,86.0,Diesel,Dealer,First Owner,Audi
19,49.5,30.0,Diesel,Dealer,First Owner,BMW
16,5.35,52.6,Diesel,Individual,First Owner,Hyundai
12,2.25,110.0,Petrol,Individual,Second Owner,Maruti
17,5.5,19.89,Petrol,Dealer,First Owner,Hyundai
16,6.7,7.104,Petrol,Trustmark Dealer,First Owner,Maruti
15,6.25,11.918,Petrol,Trustmark Dealer,First Owner,Maruti
17,5.2,10.51,Petrol,Dealer,First Owner,Hyundai
16,2.39,41.0,Petrol,Dealer,First Owner,Chevrolet
17,26.0,47.162,Diesel,Trustmark Dealer,First Owner,Toyota
15,7.5,45.974,Diesel,Trustmark Dealer,First Owner,Maruti
12,2.29999,49.824,Petrol,Dealer,First Owner,Hyundai
13,13.0,58.5,Diesel,Dealer,First Owner,Audi
5,0.8,56.58,Petrol,Dealer,First Owner,Hyundai
12,3.85,52.0,Diesel,Dealer,First Owner,Skoda
15,7.6,55.34,Petrol,Trustmark Dealer,First Owner,Hyundai
17,6.0,46.507,Diesel,Trustmark Dealer,First Owner,Maruti
13,4.5,1.0,Diesel,Dealer,Second Owner,Renault
18,38.0,10.0,Diesel,Dealer,First Owner,Mercedes-Benz
13,15.8,86.0,Diesel,Dealer,First Owner,Audi
19,49.5,30.0,Diesel,Dealer,First Owner,BMW
16,5.35,52.6,Diesel,Individual,First Owner,Hyundai
12,2.25,110.0,Petrol,Individual,Second Owner,Maruti
17,5.5,19.89,Petrol,Dealer,First Owner,Hyundai
16,6.7,7.104,Petrol,Trustmark Dealer,First Owner,Maruti
15,6.25,11.918,Petrol,Trustmark Dealer,First Owner,Maruti
17,5.2,10.51,Petrol,Dealer,First Owner,Hyundai
16,2.39,41.0,Petrol,Dealer,First Owner,Chevrolet
17,26.0,47.162,Diesel,Trustmark Dealer,First Owner,Toyota
15,7.5,45.974,Diesel,Trustmark Dealer,First Owner,Maruti
12,2.29999,49.824,Petrol,Dealer,First Owner,Hyundai
13,13.0,58.5,Diesel,Dealer,First Owner,Audi
5,0.8,56.58,Petrol,Dealer,First Owner,Hyundai
12,3.85,52.0,Diesel,Dealer,First Owner,Skoda
15,7.6,55.34,Petrol,Trustmark Dealer,First Owner,Hyundai
17,6.0,46.507,Diesel,Trustmark Dealer,First Owner,Maruti
13,4.5,1.0,Diesel,Dealer,Second Owner,Renault
18,38.0,10.0,Diesel,Dealer,First Owner,Mercedes-Benz
13,15.8,86.0,Diesel,Dealer,First Owner,Audi
19,49.5,30.0,Diesel,Dealer,First Owner,BMW
16,5.35,52.6,Diesel,Individual,First Owner,Hyundai
12,2.25,110.0,Petrol,Individual,Second Owner,Maruti
17,5.5,19.89,Petrol,Dealer,First Owner,Hyundai
16,6.7,7.104,Petrol,Trustmark Dealer,First Owner,Maruti
15,6.25,11.918,Petrol,Trustmark Dealer,First Owner,Maruti
17,5.2,10.51,Petrol,Dealer,First Owner,Hyundai
16,2.39,41.0,Petrol,Dealer,First Owner,Chevrolet
17,26.0,47.162,Diesel,Trustmark Dealer,First Owner,Toyota
15,7.5,45.974,Diesel,Trustmark Dealer,First Owner,Maruti
12,2.29999,49.824,Petrol,Dealer,First Owner,Hyundai
13,13.0,58.5,Diesel,Dealer,First Owner,Audi
5,0.8,56.58,Petrol,Dealer,First Owner,Hyundai
12,3.85,52.0,Diesel,Dealer,First Owner,Skoda
15,7.6,55.34,Petrol,Trustmark Dealer,First Owner,Hyundai
17,6.0,46.507,Diesel,Trustmark Dealer,First Owner,Maruti
13,3.5,50.0,Petrol,Individual,Second Owner,Hyundai
14,1.14999,30.0,Petrol,Individual,First Owner,Maruti
13,3.8,50.0,Petrol,Individual,Second Owner,Hyundai
-5,0.95,100.0,Petrol,Individual,Second Owner,Maruti
16,9.0,35.0,Diesel,Individual,First Owner,Mahindra
12,2.00999,90.0,Petrol,Individual,Second Owner,Chevrolet
14,2.29999,11.451,Petrol,Individual,First Owner,Maruti
19,8.0,60.0,Diesel,Individual,First Owner,Tata
12,1.5,172.0,Diesel,Individual,Second Owner,Mahindra
18,6.0,60.0,Diesel,Individual,First Owner,Maruti
5,1.5,150.0,Diesel,Individual,First Owner,Chevrolet
9,1.5,66.0,Diesel,Individual,First Owner,Chevrolet
19,3.8,5.0,Petrol,Individual,First Owner,Maruti
6,0.8,66.508,Petrol,Individual,Second Owner,Maruti
7,2.25,55.0,Petrol,Individual,Second Owner,Honda
12,0.75,29.9,Petrol,Individual,First Owner,Tata
17,16.0,3.0,Diesel,Individual,First Owner,Tata
12,1.85,85.0,Diesel,Individual,First Owner,Tata
11,4.25,50.0,Diesel,Individual,First Owner,Mahindra
10,1.0,120.0,Diesel,Individual,Second Owner,Tata
8,1.4,90.0,Petrol,Individual,Third Owner,Maruti
17,7.1,8.0,Petrol,Individual,First Owner,Maruti
15,4.5,7.9,Petrol,Individual,First Owner,Honda
17,2.1,50.0,Petrol,Individual,First Owner,Datsun
16,2.7,25.0,Petrol,Individual,First Owner,Maruti
9,1.1,20.0,Petrol,Individual,First Owner,Maruti
18,5.4,17.5,Petrol,Individual,First Owner,Maruti
8,1.45,25.0,Petrol,Individual,First Owner,Mahindra
13,3.6,206.5,Diesel,Individual,First Owner,Tata
13,2.5,88.6,Other,Individual,First Owner,Hyundai
12,1.1,80.0,Diesel,Individual,First Owner,Tata
8,2.5,100.0,Diesel,Individual,Other,Chevrolet
11,1.5,186.0,Diesel,Individual,Second Owner,Ford
10,1.4,60.0,Petrol,Individual,First Owner,Chevrolet
19,9.25,11.0,Petrol,Individual,First Owner,Maruti
17,9.69999,30.0,Diesel,Individual,First Owner,Tata
7,0.9,80.0,Other,Individual,Third Owner,Hyundai
1,0.55,60.0,Petrol,Individual,Third Owner,Hyundai
7,1.55,100.0,Diesel,Individual,Other,Hyundai
19,9.0,15.0,Diesel,Individual,First Owner,Mahindra
11,1.35,90.0,Petrol,Individual,First Owner,Maruti
12,1.8,120.0,Petrol,Individual,First Owner,Maruti
13,4.95,100.0,Diesel,Individual,Second Owner,Hyundai
9,4.0,138.0,Diesel,Individual,Third Owner,Toyota
8,2.5,110.0,Diesel,Individual,Second Owner,Hyundai
15,1.38,120.0,Petrol,Individual,Other,Maruti
11,3.11,70.0,Petrol,Individual,Second Owner,Honda
15,1.9,70.0,Petrol,Individual,First Owner,Maruti
11,3.11,140.0,Diesel,Individual,First Owner,Mahindra
9,3.0,15.0,Petrol,Individual,First Owner,Maruti
18,6.0,20.0,Petrol,Individual,First Owner,Honda
9,5.5,100.0,Diesel,Individual,First Owner,Mahindra
15,6.0,70.0,Petrol,Individual,First Owner,Skoda
18,1.95,5.0,Petrol,Individual,First Owner,Maruti
13,0.58,27.974,Petrol,Individual,First Owner,Tata
18,1.83,40.0,Petrol,Individual,First Owner,Maruti
7,0.95,80.0,Petrol,Individual,First Owner,Maruti
13,2.5,38.0,Petrol,Individual,First Owner,Maruti
13,2.5,38.0,Petrol,Individual,First Owner,Maruti
14,4.0,35.0,Petrol,Individual,First Owner,Tata
12,4.09999,60.0,Diesel,Individual,Second Owner,Hyundai
4,1.2,120.0,Diesel,Individual,Second Owner,Skoda
18,6.0,18.0,Petrol,Individual,First Owner,Maruti
16,6.0,10.0,Petrol,Individual,First Owner,Honda
15,8.25,90.0,Diesel,Individual,Third Owner,Mahindra
16,6.25,80.0,Diesel,Individual,Second Owner,Toyota
20,7.0,1.4,Diesel,Individual,First Owner,Hyundai
11,1.6,60.0,Petrol,Individual,First Owner,Chevrolet
11,1.14999,60.0,Petrol,Individual,Third Owner,Maruti
9,1.5,53.0,Petrol,Individual,First Owner,Maruti
10,2.5,100.0,Diesel,Dealer,First Owner,Volkswagen
12,3.9,86.0,Diesel,Dealer,Second Owner,Hyundai
15,6.5,100.0,Diesel,Individual,First Owner,Renault
16,6.0,30.0,Diesel,Individual,First Owner,Hyundai
11,2.5,120.0,Petrol,Individual,First Owner,Hyundai
11,2.29999,60.0,Other,Individual,Second Owner,Hyundai
16,2.99,50.0,Diesel,Individual,Second Owner,Maruti
10,3.3,124.0,Diesel,Individual,Second Owner,Chevrolet
12,1.8,100.0,Petrol,Individual,Third Owner,Hyundai
17,4.75,42.0,Petrol,Individual,First Owner,Hyundai
15,3.25,100.0,Diesel,Individual,First Owner,Hyundai
16,6.39,28.205,Petrol,Dealer,First Owner,Honda
17,4.15,32.67,Petrol,Dealer,First Owner,Maruti
16,11.99,30.093,Diesel,Dealer,First Owner,Hyundai
13,5.25,56.228,Other,Dealer,First Owner,Maruti
13,4.25,59.319,Petrol,Dealer,First Owner,Hyundai
16,6.99,39.503,Diesel,Dealer,First Owner,Maruti
13,3.25,35.299,Petrol,Dealer,First Owner,Hyundai
11,2.75,51.687,Petrol,Dealer,First Owner,Toyota
11,2.69,76.259,Petrol,Dealer,First Owner,Volkswagen
13,3.99,44.049,Diesel,Dealer,First Owner,Volkswagen
17,4.75,45.087,Diesel,Dealer,First Owner,Mahindra
11,2.49,41.125,Petrol,Dealer,First Owner,Toyota
14,15.49,42.215,Diesel,Dealer,First Owner,Audi
11,2.54999,54.206,Petrol,Dealer,First Owner,Volkswagen
12,2.69,52.547,Petrol,Dealer,First Owner,Skoda
14,6.65,59.11,Diesel,Dealer,First Owner,Maruti
14,2.99,54.565,Petrol,Dealer,First Owner,Maruti
10,2.65,47.564,Petrol,Dealer,Second Owner,Hyundai
10,2.11,45.143,Petrol,Dealer,Second Owner,Volkswagen
13,5.99,61.624,Petrol,Dealer,Second Owner,Skoda
7,0.55,195.0,Diesel,Individual,Third Owner,Tata
14,5.5,50.0,Diesel,Individual,First Owner,Hyundai
18,40.0,68.0,Diesel,Individual,First Owner,Other
10,2.2,120.0,Diesel,Individual,Second Owner,Tata
19,5.0,20.0,Petrol,Individual,First Owner,Maruti
10,1.4,30.0,Petrol,Individual,First Owner,Maruti
13,3.25,60.0,Diesel,Individual,First Owner,Maruti
10,2.1,90.0,Petrol,Individual,Third Owner,Hyundai
8,1.1,90.0,Petrol,Individual,Second Owner,Maruti
19,12.0,25.0,Diesel,Individual,First Owner,Hyundai
17,2.29999,40.0,Petrol,Individual,First Owner,Maruti
12,2.25,110.0,Petrol,Individual,Second Owner,Maruti
6,1.65,132.0,Petrol,Individual,First Owner,Maruti
18,5.25,10.98,Petrol,Dealer,First Owner,Tata
18,3.25,20.629,Petrol,Dealer,First Owner,Hyundai
18,15.0,50.0,Diesel,Individual,First Owner,Toyota
15,4.0,30.0,Petrol,Individual,First Owner,Hyundai
15,5.5,69.782,Petrol,Dealer,First Owner,Maruti
3,0.98,54.0,Petrol,Individual,First Owner,Maruti
13,9.0,63.654,Diesel,Dealer,First Owner,Mahindra
17,7.0,60.0,Diesel,Individual,First Owner,Renault
15,8.9,52.0,Diesel,Dealer,First Owner,Mahindra
15,4.9,59.385,Diesel,Dealer,First Owner,Maruti
15,5.25,70.378,Petrol,Dealer,First Owner,Hyundai
13,3.3,55.425,Petrol,Dealer,First Owner,Maruti
13,5.5,78.413,Diesel,Dealer,Second Owner,Mahindra
18,7.9,40.89,Diesel,Dealer,First Owner,Mahindra
15,3.5,34.823,Petrol,Dealer,Second Owner,Honda
17,17.0,75.0,Diesel,Individual,First Owner,Toyota
17,7.5,55.545,Diesel,Dealer,First Owner,Maruti
14,4.09999,56.541,Diesel,Dealer,First Owner,Honda
16,2.2,43.7,Petrol,Individual,First Owner,Hyundai
9,0.68,120.0,Petrol,Individual,Second Owner,Tata
17,2.9,20.0,Petrol,Individual,First Owner,Hyundai
14,6.0,27.483,Diesel,Dealer,First Owner,Honda
19,4.7,8.0,Petrol,Individual,First Owner,Maruti
8,1.5,30.0,Petrol,Individual,First Owner,Hyundai
14,1.8,56.207,Petrol,Dealer,Second Owner,Maruti
6,0.8,70.0,Petrol,Individual,First Owner,Maruti
18,8.75,1.44,Petrol,Individual,First Owner,Honda
19,3.0,50.0,Petrol,Individual,First Owner,Maruti
17,28.0,20.0,Diesel,Individual,First Owner,Toyota
17,13.3,91.195,Diesel,Dealer,First Owner,Toyota
11,2.2,63.657,Diesel,Dealer,First Owner,Volkswagen
13,2.5,60.0,Diesel,Individual,First Owner,Mahindra
16,9.19999,75.0,Diesel,Dealer,First Owner,Toyota
13,3.8,97.248,Petrol,Dealer,First Owner,Volkswagen
12,4.5,46.0,Diesel,Individual,First Owner,Maruti
16,7.7,10.0,Petrol,Individual,First Owner,Hyundai
18,5.5,80.0,Diesel,Individual,First Owner,Maruti
11,3.2,100.0,Diesel,Individual,Second Owner,Tata
13,4.0,35.0,Petrol,Individual,First Owner,Maruti
17,4.5,50.0,Petrol,Individual,First Owner,Maruti
11,2.2,90.0,Diesel,Individual,Third Owner,Maruti
12,4.0,150.0,Diesel,Individual,Second Owner,Mahindra
13,5.3,89.0,Petrol,Individual,Second Owner,Hyundai
14,3.9,60.0,Diesel,Individual,Second Owner,Maruti
12,1.85,100.0,Diesel,Individual,Second Owner,Fiat
12,3.0,100.0,Petrol,Individual,Second Owner,Maruti
14,5.75,90.0,Diesel,Individual,Second Owner,Maruti
14,3.0,75.0,Petrol,Individual,First Owner,Maruti
17,4.25,36.0,Diesel,Dealer,First Owner,Toyota
16,3.5,12.0,Petrol,Individual,First Owner,Hyundai
17,5.5,12.997,Diesel,Dealer,First Owner,Honda
17,5.0,40.0,Petrol,Individual,First Owner,Maruti
15,6.0,60.0,Diesel,Individual,First Owner,Mahindra
13,3.0,25.0,Diesel,Individual,Second Owner,Mahindra
18,11.5,26.43,Diesel,Dealer,First Owner,Hyundai
15,4.75,24.6,Petrol,Dealer,First Owner,Maruti
11,2.6,28.481,Petrol,Dealer,First Owner,Maruti
13,3.5,100.0,Petrol,Individual,First Owner,Ford
13,7.5,41.988,Diesel,Dealer,First Owner,Mahindra
9,1.8,30.375,Petrol,Dealer,First Owner,Maruti
17,3.5,7.658,Petrol,Dealer,First Owner,Renault
17,6.11,34.4,Diesel,Dealer,First Owner,Maruti
17,3.25,18.5,Petrol,Dealer,First Owner,Renault
12,2.25,48.0,Petrol,Dealer,First Owner,Hyundai
14,3.0,28.942,Petrol,Dealer,First Owner,Maruti
17,4.0,50.0,Diesel,Individual,Second Owner,Mahindra
12,7.11,53.6,Diesel,Dealer,First Owner,Mahindra
15,8.51,53.652,Diesel,Dealer,First Owner,Toyota
14,5.0,25.0,Petrol,Individual,First Owner,Maruti
7,2.5,80.0,Diesel,Individual,Second Owner,Toyota
17,1.5,50.0,Petrol,Individual,First Owner,Maruti
16,6.1,15.0,Diesel,Individual,Second Owner,Mahindra
18,4.5,5.0,Petrol,Individual,First Owner,Mahindra
17,7.44,106.0,Diesel,Individual,First Owner,Hyundai
8,1.2,100.0,Petrol,Individual,Third Owner,Chevrolet
16,2.2,60.0,Petrol,Individual,Third Owner,Renault
12,4.8,120.0,Diesel,Individual,Other,Maruti
17,3.7,82.0,Petrol,Individual,First Owner,Maruti
3,0.55,35.0,Diesel,Individual,Second Owner,Fiat
13,1.25,205.0,Petrol,Individual,First Owner,Hyundai
11,2.6,125.0,Diesel,Individual,Third Owner,Hyundai
15,3.5,130.0,Diesel,Individual,First Owner,Fiat
12,1.7,97.0,Other,Individual,Second Owner,Maruti
15,3.5,90.0,Petrol,Individual,Second Owner,Hyundai
9,2.5,60.0,Petrol,Individual,Third Owner,Maruti
13,1.7,60.0,Diesel,Individual,First Owner,Tata
18,13.0,35.0,Diesel,Individual,First Owner,Mahindra
19,5.5,25.0,Petrol,Individual,First Owner,Hyundai
17,4.0,15.0,Petrol,Individual,First Owner,Honda
11,1.2,20.0,Petrol,Individual,First Owner,Tata
11,1.2,20.0,Petrol,Individual,First Owner,Tata
10,2.75,70.0,Petrol,Individual,First Owner,Ford
16,2.85,90.0,Petrol,Individual,First Owner,Tata
16,9.0,80.0,Diesel,Individual,First Owner,Hyundai
14,25.0,79.5,Diesel,Individual,Second Owner,Mercedes-Benz
13,6.2,70.0,Diesel,Individual,Second Owner,Hyundai
18,17.0,5.0,Diesel,Individual,First Owner,Toyota
18,6.5,15.0,Petrol,Individual,First Owner,Ford
14,5.0,35.0,Petrol,Individual,First Owner,Maruti
9,2.5,120.0,Diesel,Individual,Second Owner,Tata
18,9.5,15.0,Diesel,Individual,Second Owner,Mahindra
15,3.2,60.0,Petrol,Individual,First Owner,Toyota
13,4.5,120.0,Diesel,Individual,First Owner,Renault
16,3.5,90.0,Diesel,Individual,First Owner,Mahindra
15,4.0,90.0,Petrol,Individual,First Owner,Maruti
18,2.0,10.0,Petrol,Individual,First Owner,Maruti
9,2.5,72.0,Diesel,Individual,Second Owner,Hyundai
11,5.5,197.0,Petrol,Individual,Second Owner,Toyota
-1,0.85,70.0,Petrol,Individual,Second Owner,Maruti
1,0.52,50.0,Petrol,Individual,Third Owner,Hyundai
17,12.0,50.0,Diesel,Individual,First Owner,Tata
11,4.5,60.0,Petrol,Individual,Third Owner,Hyundai
18,6.15,40.0,Petrol,Individual,First Owner,Maruti
12,4.0,60.0,Diesel,Individual,Second Owner,Maruti
13,0.6,40.0,Petrol,Individual,First Owner,Tata
17,5.0,9.161,Petrol,Individual,First Owner,Maruti
15,6.0,45.0,Petrol,Individual,First Owner,Honda
10,1.1,110.0,Petrol,Individual,First Owner,Hyundai
13,1.75,80.0,Petrol,Individual,First Owner,Hyundai
11,3.25,100.0,Diesel,Individual,Second Owner,Ford
17,4.25,90.0,Diesel,Individual,First Owner,Maruti
9,1.6,70.0,Other,Individual,Third Owner,Hyundai
7,1.0,80.0,Petrol,Individual,Third Owner,Maruti
14,3.9,110.0,Diesel,Individual,Second Owner,Maruti
17,4.0,50.0,Petrol,Individual,First Owner,Hyundai
18,5.09999,5.0,Petrol,Individual,First Owner,Tata
8,1.5,90.0,Petrol,Individual,Third Owner,Hyundai
9,1.1,120.0,Petrol,Individual,First Owner,Hyundai
13,4.5,80.0,Diesel,Individual,First Owner,Nissan
17,4.0,38.0,Petrol,Individual,Second Owner,Hyundai
9,1.4,120.0,Petrol,Individual,First Owner,Hyundai
11,1.3,90.0,Diesel,Individual,First Owner,Tata
17,1.6,50.0,Petrol,Individual,First Owner,Maruti
16,1.5,60.0,Petrol,Individual,First Owner,Maruti
13,5.0,100.0,Diesel,Individual,Second Owner,Mahindra
11,0.4,19.0,Petrol,Individual,First Owner,Tata
6,1.4,200.0,Diesel,Individual,Third Owner,Chevrolet
15,2.27,70.0,Diesel,Individual,Second Owner,Mahindra
11,2.85,50.0,Diesel,Individual,Second Owner,Maruti
12,1.55,19.077,Petrol,Individual,Second Owner,Maruti
16,2.1,30.0,Petrol,Individual,First Owner,Hyundai
9,1.4,80.0,Petrol,Individual,Second Owner,Maruti
15,9.4,128.0,Diesel,Individual,First Owner,Toyota
13,7.5,80.0,Diesel,Individual,First Owner,Nissan
16,6.1,100.0,Diesel,Individual,First Owner,Maruti
15,4.5,50.0,Diesel,Individual,First Owner,Nissan
12,4.09999,56.0,Diesel,Individual,First Owner,Toyota
18,1.0,21.302,Petrol,Individual,First Owner,Hyundai
18,3.0,10.5,Petrol,Individual,First Owner,Renault
13,4.0,107.0,Diesel,Individual,First Owner,Mahindra
10,2.1,60.0,Petrol,Individual,Second Owner,Hyundai
6,0.9,120.0,Petrol,Individual,Second Owner,Hyundai
10,2.22,70.0,Petrol,Individual,First Owner,Maruti
15,2.4,50.0,Petrol,Individual,Second Owner,Maruti
13,4.5,70.0,Diesel,Individual,Second Owner,Toyota
13,4.5,1.0,Diesel,Dealer,Second Owner,Renault
18,38.0,10.0,Diesel,Dealer,First Owner,Mercedes-Benz
13,15.8,86.0,Diesel,Dealer,First Owner,Audi
19,49.5,30.0,Diesel,Dealer,First Owner,BMW
16,5.35,52.6,Diesel,Individual,First Owner,Hyundai
12,2.25,110.0,Petrol,Individual,Second Owner,Maruti
17,5.5,19.89,Petrol,Dealer,First Owner,Hyundai
16,6.7,7.104,Petrol,Trustmark Dealer,First Owner,Maruti
15,6.25,11.918,Petrol,Trustmark Dealer,First Owner,Maruti
17,5.2,10.51,Petrol,Dealer,First Owner,Hyundai
